"Tenant ID","Site ID","Site name","Site URL","Site template","Primary admin","Primary admin email","External sharing","Site privacy","Site sensitivity","Number of users having access","Guest user permissions","External participant permissionst","Entra group count","File count","Items with unique permissions count","PeopleInYourOrg link count","Anyone link count","EEEU permission count","Everyone permission count","Report date"
"12345678-1234-1234-1234-123456789012","e0e916d2-c173-44b2-a167-c0426016a21f","Innovation Portal","https://contoso.sharepoint.com/sites/innovationportal","Team site (no Microsoft 365 group)","Admin User","user716@contoso.com","false","","","57032","0","0","1","45","7","5","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","9ee5f184-90a8-4d5c-ae87-0574a5b9ca41","Network","https://contoso.sharepoint.com/sites/network","Team site (no Microsoft 365 group)","Admin User","user716@contoso.com","false","","","57032","0","0","1","41","5","4","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","fe54486e-6a23-415f-a9a6-905f3d547c01","Legacy Operations","https://contoso.sharepoint.com/sites/legacy-operations","Team site (no Microsoft 365 group)","Admin User","user927@contoso.com","false","","","57032","0","0","1","23","5","4","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","90352326-c55c-47c8-b59c-7ed15ac57150","East Region","https://contoso.sharepoint.com/sites/east-region","Team site (no Microsoft 365 group)","Admin User","user716@contoso.com","false","","","57032","0","0","1","18","7","5","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","9d7b9164-b208-4350-b004-194e3ab6dae2","Infrastructure","https://contoso.sharepoint.com/sites/infrastructure","Team site (no Microsoft 365 group)","Admin User","user716@contoso.com","false","","","57032","0","0","1","129","5","4","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","8fe8fce1-6c30-48d0-905c-da2b46737daa","Crm","https://contoso.sharepoint.com/sites/crm","Team site (no Microsoft 365 group)","Admin User","user716@contoso.com","false","","","57032","0","0","1","27","5","4","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","4627eaf9-64e0-45da-b36a-df5760861295","Database Collaboration","https://contoso.sharepoint.com/sites/database-collaboration","Team site","Admin User","user121@contoso.com","true","Public","","57032","0","0","6","18","3","2","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","f7a853bc-582e-4866-b570-4ebf8ba26499","West Site","https://contoso.sharepoint.com/sites/west-site","Team site (no Microsoft 365 group)","Admin User","user927@contoso.com","false","","","57032","0","0","1","15","5","4","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","968e6edb-1492-4702-aae0-239b415b95c1","Hr Tasks","https://contoso.sharepoint.com/sites/hrtasks","Team site","Admin User","user272@contoso.com","true","Private","","57032","0","0","5","69","20","17","0","2","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","0bb50a26-ba92-4d61-859d-53eabe8fe7e0","Apac Vendor","https://contoso.sharepoint.com/sites/apac-vendor","Team site (no Microsoft 365 group)","Admin User","user716@contoso.com","false","","","57032","0","0","1","72","6","5","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","787652ce-cbde-4baa-ab70-15039886af44","2023 Transformation Initiative","https://contoso.sharepoint.com/sites/2023-transformation","Team site (no Microsoft 365 group)","Admin User","user716@contoso.com","false","","","57032","0","0","1","39","8","7","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","ca3679c4-e30f-47cb-97dc-4d9e7e97724f","Safety","https://contoso.sharepoint.com/sites/safety","Team site","Admin User","user662@contoso.com","false","Private","","29095","0","0","3","14","2","1","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","dc936c26-ebe6-4f49-9025-23812b7330ed","Project CONSOLIDATION - Innovation","https://contoso.sharepoint.com/sites/project-consolidation-innovation","Team site","Admin User","user834@contoso.com","true","Private","","7436","0","0","9","336","54","47","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","082380a7-1d14-4e13-bbb2-b74636dbdb67","Forecasting Tracking","https://contoso.sharepoint.com/sites/forecasting-tracking","Classic site","Admin User","user577@contoso.com","true","","","6615","136","0","160","167665","932","632","0","177","1","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","7c9b74a9-065d-42b5-991c-28056c802468","Americas Compliance","https://contoso.sharepoint.com/sites/americas-compliance","Other site","Admin User","user854@contoso.com","","","","5497","0","0","0","767","136","137","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","4c45f52a-9314-476a-af90-26748f01bf38","Domestic Research","https://contoso.sharepoint.com/sites/domestic-research","Team site","Admin User","user577@contoso.com","true","Private","","4951","0","0","945","155731","374","197","0","159","1","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","fe972fb2-d6c9-4122-81d2-4505cc1873e5","Backup Department","https://contoso.sharepoint.com/sites/backup-department","Classic site","Admin User","user577@contoso.com","false","","","4467","0","0","7","61709","535","284","0","190","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","6cb9c51a-a043-4a6b-aa4e-fcd9e39c0590","Temp Marketing","https://contoso.sharepoint.com/sites/temp-marketing","Team site","Admin User","user721@contoso.com","true","Private","","3724","2","0","3","562","169","147","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","25c731be-bc4c-4825-b724-bb23c93aafe8","Safety Archive","https://contoso.sharepoint.com/sites/safety-archive","Team site","Admin User","user838@contoso.com","true","Private","","3333","0","0","3","26","0","0","0","0","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","fe41445b-05c0-407a-8e60-d5d103657359","Project EXPANSION - Innovation","https://contoso.sharepoint.com/sites/project-expansion-innovation","Team site (no Microsoft 365 group)","Admin User","","false","","","2975","0","0","2","599","32","15","0","27","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","a9636bee-203d-429c-bc20-dc6acaa90c14","Benefits","https://contoso.sharepoint.com/sites/benefits","Team site","Admin User","user871@contoso.com","true","Public","","2938","0","0","3","874","203","203","0","1","0","2025-09-29T02:50:45Z"
"12345678-1234-1234-1234-123456789012","16831b8c-b26a-43b1-ae52-770de89a7112","International Security","https://contoso.sharepoint.com/sites/international-security","Team site","Admin User","user406@contoso.com","true","Private","","2548","0","0","3","6","0","0","0","0","0","2025-09-29T02:50:45Z"
